iterations,fitness_level
0,0.9215399053528694
1,0.9215399053528694
2,0.9215399053528694
3,0.9215399053528694
4,0.9215399053528694
5,0.9215399053528694
6,0.9215399053528694
7,0.9215399053528694
8,0.9215399053528694
9,0.9215399053528694
10,0.9215399053528694
11,0.9215399053528694
12,0.9215399053528694
13,0.9215399053528694
14,0.9215399053528694
15,0.9215399053528694
16,0.9215399053528694
17,0.9215399053528694
18,0.9215399053528694
19,0.9215399053528694
20,0.9215399053528694
21,0.8425405263416721
22,0.8425405263416721
23,0.8425405263416721
24,0.8425405263416721
25,0.8425405263416721
26,0.8425405263416721
27,0.8425405263416721
28,0.8425405263416721
29,0.8425405263416721
30,0.8425405263416721
31,0.8425405263416721
32,0.8425405263416721
33,0.8425405263416721
34,0.8425405263416721
35,0.8425405263416721
36,0.8425405263416721
37,0.8425405263416721
38,0.8425405263416721
39,0.8425405263416721
40,0.8425405263416721
41,0.8425405263416721
42,0.8425405263416721
43,0.8425405263416721
44,0.8425405263416721
45,0.8425405263416721
46,0.8425405263416721
47,0.8425405263416721
48,0.8425405263416721
49,0.8425405263416721
50,0.8425405263416721
51,0.8425405263416721
52,0.8425405263416721
53,0.8425405263416721
54,0.8425405263416721
55,0.8425405263416721
56,0.8425405263416721
57,0.8425405263416721
58,0.8425405263416721
59,0.8425405263416721
60,0.8425405263416721
61,0.8425405263416721
62,0.8425405263416721
63,0.8425405263416721
64,0.8425405263416721
65,0.8425405263416721
66,0.8425405263416721
67,0.8425405263416721
68,0.8417288183824949
69,0.8417288183824949
70,0.8417288183824949
71,0.8417288183824949
72,0.8417288183824949
73,0.8417288183824949
74,0.8417288183824949
75,0.8417288183824949
76,0.8417288183824949
77,0.8417288183824949
78,0.8417288183824949
79,0.8417288183824949
80,0.8417288183824949
81,0.8417288183824949
82,0.8417288183824949
83,0.8417288183824949
84,0.8417288183824949
85,0.8417288183824949
86,0.8375553247276122
87,0.8375553247276122
88,0.8375553247276122
89,0.8375553247276122
90,0.8375553247276122
91,0.8375553247276122
92,0.8375553247276122
93,0.8375553247276122
94,0.8375553247276122
95,0.8375553247276122
96,0.8375553247276122
97,0.8375553247276122
98,0.8375553247276122
99,0.8375553247276122
